Level	Source Paper	Direction	Raw Title	Title	Link	Year	Filter	Triage	Initial Selection	Final Selection
1	typographic style is more than cosmetic	Forward	Code reading: the open source perspective	code reading the open source perspective	https://books.google.com.br/books?hl=pt-BR&lr=&id=8lYbNfsAVT4C&oi=fnd&pg=PR7&ots=i2WRlAdLvK&sig=zThbmp-9jB9AnuFQBh-iAdyBVfc	2003	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Code scanning patterns in program comprehension	code scanning patterns in program comprehension	https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=1153854b79709f4d552959eebf9f7b2c0431f63a	2006	Ok	Acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Code styling and its effects on code readability and interpretation	code styling and its effects on code readability and interpretation	https://www.diva-portal.org/smash/record.jsf?pid=diva2:1112978	2017	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	CodersMUSE: multi-modal data exploration of program-comprehension experiments	codersmuse multimodal data exploration of programcomprehension experiments	https://ieeexplore.ieee.org/abstract/document/8813268/	2019	Ok	Acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Codetalk conversations about code	codetalk conversations about code	https://ieeexplore.ieee.org/abstract/document/5476942/	2010	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Cognition in software engineering: A taxonomy and survey of a half-century of research	cognition in software engineering a taxonomy and survey of a halfcentury of research	https://dl.acm.org/doi/abs/10.1145/3508359	2022	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Backward	Cognition-Activated Low-Frequency Modulation of Light Absorption in Human Brain	cognitionactivated lowfrequency modulation of light absorption in human brain	https://www.pnas.org/doi/abs/10.1073/pnas.90.8.3770	1993	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Backward	Cognitive perspectives on the role of naming in computer programs	cognitive perspectives on the role of naming in computer programs	https://www.academia.edu/download/89057370/18th-liblit.pdf	2006	Ok	Acceptable	Not acceptable	Not acceptable
1	the effect of scope delimiters on program comprehension	Forward	Cognitive processes in software fault detection: a review and synthesis	cognitive processes in software fault detection a review and synthesis	https://www.tandfonline.com/doi/abs/10.1080/10447319309526064	1993	Ok	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Cognitive task difficulty analysis using EEG and data mining	cognitive task difficulty analysis using eeg and data mining	https://ieeexplore.ieee.org/abstract/document/8073658/	2017	Ok	Not Acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Coherent user interfaces for language-based editing systems	coherent user interfaces for languagebased editing systems	https://www.sciencedirect.com/science/article/pii/0020737392900045	1992	Ok	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Combined software and hardware comprehension in reverse engineering	combined software and hardware comprehension in reverse engineering	https://ieeexplore.ieee.org/abstract/document/1374323/	2004	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Combining Biometric Data with Focused Document Types Classifies a Success of Program Comprehension	combining biometric data with focused document types classifies a success of program comprehension	https://dl.acm.org/doi/abs/10.1145/3387904.3389291	2020	Ok	Not Acceptable	Not acceptable	Not acceptable
1	enhancing program comprehension formatting and documenting	Backward	Comments, Assertions, and Pragmas	comments assertions and pragmas	https://dl.acm.org//doi/10.1145/66083.66090	1989	Old	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Comparing identifiers and comments in engineered and non-engineered code: A large-scale empirical study	comparing identifiers and comments in engineered and nonengineered code a largescale empirical study	https://dl.acm.org/doi/abs/10.1145/3341105.3373972	2020	Ok	Acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Backward	Comparing Programming Language Comprehension between Novice and Expert Programmers Using EEG Analysis	comparing programming language comprehension between novice and expert programmers using eeg analysis	https://ieeexplore.ieee.org/abstract/document/7790010	2016	Ok	Not Acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Comprehending and Maintaining Object-Oriented Source Code: an Ethnographically-informed Study	comprehending and maintaining objectoriented source code an ethnographicallyinformed study	http://www2.unibas.it/gscanniello/SCCMEthno/Comprehending_and_Maintaining_Object-Oriented_Source_Code__an_Ethnographically-informed_Study/Study_Information_files/ICSM_2013_Ethn.pdf	2013	Ok	Not acceptable	Not acceptable	Not acceptable
1	atoms of confusion in java	Backward	Comprehending Studies on Program Comprehension	comprehending studies on program comprehension	https://ieeexplore.ieee.org//document/7961527	2017	Ok	Acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Comprehending test code: An empirical study	comprehending test code an empirical study	https://ieeexplore.ieee.org/abstract/document/8918999/	2019	Ok	Not Acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Comprehension and recall of miniature programs	comprehension and recall of miniature programs	https://www.sciencedirect.com/science/article/pii/S0020737384800371	1984	Old	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Comprehension of computer code relies primarily on domain-general executive brain regions	comprehension of computer code relies primarily on domaingeneral executive brain regions	https://elifesciences.org/articles/58906	2020	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Comprehension of computer code relies primarily on domain-general executive brain regions	comprehension of computer code relies primarily on domaingeneral executive brain regions	https://scholar.archive.org/work/gcvaib7kqzftziidsudjblzege/access/wayback/https://www.biorxiv.org/content/biorxiv/early/2020/10/26/2020.04.16.045732.full.pdf	2020	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Comprehension of computer code relies primarily on domain-general executive resources	comprehension of computer code relies primarily on domaingeneral executive resources	https://scholar.archive.org/work/gcvaib7kqzftziidsudjblzege/access/wayback/https://www.biorxiv.org/content/biorxiv/early/2020/04/18/2020.04.16.045732.full.pdf	2020	Ok	Not acceptable	Not acceptable	Not acceptable
1	an experimental investigation of the effect of program structure on program understanding	Forward	Comprehension of literate programs by novice and intermediate programmers	comprehension of literate programs by novice and intermediate programmers	https://pdxscholar.library.pdx.edu/open_access_etds/4572/	1993	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Comprehension of literate programs by novice and intermediate programmers	comprehension of literate programs by novice and intermediate programmers	https://pdxscholar.library.pdx.edu/open_access_etds/4572/	1993	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Comprehension of literate programs by novice and intermediate programmers	comprehension of literate programs by novice and intermediate programmers	https://pdxscholar.library.pdx.edu/open_access_etds/4572/	1993	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	impacts of coding practices on readability	Forward	Compressibility as Proxy for Readability	compressibility as proxy for readability	https://www.diva-portal.org/smash/record.jsf?pid=diva2:1597500	2021	Ok	Not acceptable	Not acceptable	Not acceptable
1	an experimental investigation of the effect of program structure on program understanding	Forward	Computation of logical effort in high level languages	computation of logical effort in high level languages	https://www.sciencedirect.com/science/article/pii/0096055184900018	1984	Old	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Computer code comprehension shares neural resources with formal logical inference in the fronto-parietal network	computer code comprehension shares neural resources with formal logical inference in the frontoparietal network	https://elifesciences.org/articles/59340	2020	Ok	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Backward	Computer Interface Evaluation Using Eye Movements: Methods and Constructs	computer interface evaluation using eye movements methods and constructs	https://doi.org/10.1016/S0169-8141(98)00068-7	1999	Ok	Not acceptable	Not acceptable	Not acceptable
1	an experimental investigation of the effect of program structure on program understanding	Forward	Computer software quality measurements and metrics	computer software quality measurements and metrics	https://www.sciencedirect.com/science/article/pii/002627148590486X	1985	Old	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Backward	Conceptual Processing during the Conscious Resting State: A Functional MRI Study	conceptual processing during the conscious resting state a functional mri study	https://dl.acm.org//doi/10.1162/089892999563265	1999	Ok	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Backward	Concise and Consistent Naming	concise and consistent naming	https://scholar.google.com/scholar?as_q=Concise+and+Consistent+Naming&as_occt=title&hl=en&as_sdt=0%2C31	2006	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Backward	Concise and consistent naming	concise and consistent naming	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11219-006-9219-1&casa_token=Z8RqwPPA-PwAAAAA:8niu69duOmn8rJJ4PV7sH-aPA5aw-ZkzNBpXBzv661Hv-pPOvZ5ykXxjwYgWW453nky3FIwKMoJIiJQTUhE	2005	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	enhancing program comprehension formatting and documenting	Forward	Concise and consistent naming	concise and consistent naming	https://link.springer.com/article/10.1007/s11219-006-9219-1	2006	Ok	Acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Concise and consistent naming	concise and consistent naming	https://link.springer.com/article/10.1007/s11219-006-9219-1	2006	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Configuring and Assembling Information Retrieval based Solutions for Software Engineering Tasks	configuring and assembling information retrieval based solutions for software engineering tasks	https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=da1c21d6c852f7e75db7c859d5c648903983c8e9	2015	Ok	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Configuring and assembling information retrieval based solutions for software engineering tasks	configuring and assembling information retrieval based solutions for software engineering tasks	https://ieeexplore.ieee.org/abstract/document/7816533/	2016	Ok	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Confounding parameters on program comprehension: a literature survey	confounding parameters on program comprehension a literature survey	https://link.springer.com/article/10.1007/s10664-014-9318-8	2015	Ok	Acceptable	Not acceptable	Not acceptable
1	atoms of confusion in java	Backward	Confusion Detection in Code Reviews	confusion detection in code reviews	https://ieeexplore.ieee.org//document/8094460	2017	Ok	Not acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Forward	Confusion in code reviews: Reasons, impacts, and coping strategies	confusion in code reviews reasons impacts and coping strategies	https://ieeexplore.ieee.org/abstract/document/8668024/	2019	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Connecting the dots: rethinking the relationship between code and prose writing with functional connectivity	connecting the dots rethinking the relationship between code and prose writing with functional connectivity	https://dl.acm.org/doi/abs/10.1145/3468264.3468579	2021	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Conservative pretty printing	conservative pretty printing	https://dl.acm.org/doi/abs/10.1145/251621.251630	1997	Ok	Acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Considerations and pitfalls for reducing threats to the validity of controlled experiments on code comprehension	considerations and pitfalls for reducing threats to the validity of controlled experiments on code comprehension	https://link.springer.com/article/10.1007/s10664-022-10160-3	2022	Ok	Not Acceptable	Not acceptable	Not acceptable
1	indentation simply a matter of style or support for program comprehension	Forward	Considerations and pitfalls for reducing threats to the validity of controlled experiments on code comprehension	considerations and pitfalls for reducing threats to the validity of controlled experiments on code comprehension	https://link.springer.com/article/10.1007/s10664-022-10160-3	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Considerations and pitfalls for reducing threats to the validity of controlled experiments on code comprehension	considerations and pitfalls for reducing threats to the validity of controlled experiments on code comprehension	https://link.springer.com/article/10.1007/s10664-022-10160-3	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Considerations and pitfalls for reducing threats to the validity of controlled experiments on code comprehension	considerations and pitfalls for reducing threats to the validity of controlled experiments on code comprehension	https://link.springer.com/article/10.1007/s10664-022-10160-3	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Forward	Considerations and pitfalls for reducing threats to the validity of controlled experiments on code comprehension	considerations and pitfalls for reducing threats to the validity of controlled experiments on code comprehension	https://link.springer.com/article/10.1007/s10664-022-10160-3	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Considerations and pitfalls for reducing threats to the validity of controlled experiments on code comprehension	considerations and pitfalls for reducing threats to the validity of controlled experiments on code comprehension	https://link.springer.com/article/10.1007/s10664-022-10160-3	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Considerations and pitfalls in controlled experiments on code comprehension	considerations and pitfalls in controlled experiments on code comprehension	https://ieeexplore.ieee.org/abstract/document/9463032/	2021	Ok	Not Acceptable	Not acceptable	Not acceptable
1	indentation simply a matter of style or support for program comprehension	Forward	Considerations and pitfalls in controlled experiments on code comprehension	considerations and pitfalls in controlled experiments on code comprehension	https://ieeexplore.ieee.org/abstract/document/9463032/	2021	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Considerations and pitfalls in controlled experiments on code comprehension	considerations and pitfalls in controlled experiments on code comprehension	https://ieeexplore.ieee.org/abstract/document/9463032/	2021	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Considerations and pitfalls in controlled experiments on code comprehension	considerations and pitfalls in controlled experiments on code comprehension	https://ieeexplore.ieee.org/abstract/document/9463032/	2021	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Forward	Considerations and pitfalls in controlled experiments on code comprehension	considerations and pitfalls in controlled experiments on code comprehension	https://ieeexplore.ieee.org/abstract/document/9463032/	2021	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Considerations and pitfalls in controlled experiments on code comprehension	considerations and pitfalls in controlled experiments on code comprehension	https://ieeexplore.ieee.org/abstract/document/9463032/	2021	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Context and vision: studying two factors impacting program comprehension	context and vision studying two factors impacting program comprehension	https://ieeexplore.ieee.org/abstract/document/5970176/	2011	Ok	Not Acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Continuous quality control of long lived software systems	continuous quality control of long lived software systems	https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=b0f7cc4bd225f5bf3c159d85c5288d7a02ec6f6e	2009	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Backward	Contour, a method of preparing structured flow charts	contour a method of preparing structured flow charts	https://dl.acm.org//doi/10.1145/947727.947730	1980	Old	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Convergent Representations of Computer Programs in Human and Artificial Neural Networks	convergent representations of computer programs in human and artificial neural networks	https://openreview.net/forum?id=AqexjBWRQFx	2022	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Backward	Co-Planar Stereotaxic Atlas of the Human Brain	coplanar stereotaxic atlas of the human brain	http://scholar.google.com/scholar?hl=en&q=Jean+Talairach+and+Pierre+Tournoux.+1988.+Co-Planar+Stereotaxic+Atlas+of+the+Human+Brain.+Thieme.	1988	Old	Not acceptable	Not acceptable	Not acceptable
1	indentation simply a matter of style or support for program comprehension	Forward	Correlates of programmer efficacy and their link to experience: a combined EEG and eye-tracking study	correlates of programmer efficacy and their link to experience a combined eeg and eyetracking study	https://dl.acm.org/doi/abs/10.1145/3540250.3549084	2022	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Correlates of programmer efficacy and their link to experience: a combined EEG and eye-tracking study	correlates of programmer efficacy and their link to experience a combined eeg and eyetracking study	https://dl.acm.org/doi/abs/10.1145/3540250.3549084	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Cross-language code search using static and dynamic analyses	crosslanguage code search using static and dynamic analyses	https://dl.acm.org/doi/abs/10.1145/3468264.3468538	2021	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Cross-Language Code Similarity and Applications in Clone Detection and Code Search	crosslanguage code similarity and applications in clone detection and code search	https://search.proquest.com/openview/aed48c79072de30b2e8139cfb16793d0/1?pq-origsite=gscholar&cbl=18750&diss=y	2022	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Crossover designs in software engineering experiments: Benefits and perils	crossover designs in software engineering experiments benefits and perils	https://ieeexplore.ieee.org/abstract/document/7192651/	2015	Ok	Not acceptable	Not acceptable	Not acceptable
1	an experimental investigation of the effect of program structure on program understanding	Forward	CSD-TR-268	csdtr268	https://scholar.google.com/scholar?hl=pt-BR&cites=6491369980954678191&scipsc=1&q=CSD-TR-268	1978	Old	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	CSG tree rendering for point-sampled objects	csg tree rendering for pointsampled objects	https://ieeexplore.ieee.org/abstract/document/1348346/	2004	Ok	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Data flow metrics in program comprehension tasks	data flow metrics in program comprehension tasks	https://dl.acm.org/doi/abs/10.1145/3216723.3216728	2018	Ok	Acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Data Flow Tracing: a Method for Algorithm Animation	data flow tracing a method for algorithm animation	https://sun.aei.polsl.pl/~jfrancik/aa/method/method.htm		Ok	Not acceptable	Not acceptable	Not acceptable
1	an experimental investigation of the effect of program structure on program understanding	Backward	Datamation	datamation	http://scholar.google.com/scholar?hl=en&q=Datamation.+December+1973%2C+20%2812%29%2C+50-63.%5D%5D	1973	Old	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Datos oculométricos durante tareas de programación de computadoras	datos oculomtricos durante tareas de programacin de computadoras	http://cathi.uacj.mx/handle/20.500.11961/16395	2020	Ok	Not acceptable	Not acceptable	Not acceptable
1	an investigation of misunderstanding code patterns in c opensource software projects	Forward	Dazed and Confused: Studying the Prevalence of Atoms of Confusion in Long-Lived Java Libraries	dazed and confused studying the prevalence of atoms of confusion in longlived java libraries	https://ieeexplore.ieee.org/abstract/document/9978238/	2022	Ok	Acceptable	Not acceptable	Not acceptable
1	impacts of coding practices on readability	Forward	Dazed and Confused: Studying the Prevalence of Atoms of Confusion in Long-Lived Java Libraries	dazed and confused studying the prevalence of atoms of confusion in longlived java libraries	https://ieeexplore.ieee.org/abstract/document/9978238/	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Forward	Dazed and Confused: Studying the Prevalence of Atoms of Confusion in Long-Lived Java Libraries	dazed and confused studying the prevalence of atoms of confusion in longlived java libraries	https://ieeexplore.ieee.org/abstract/document/9978238/	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	software readability practices and the importance of their teaching	Backward	Dealing with faults in source code: Abbreviated vs. full-word identifier names	dealing with faults in source code abbreviated vs fullword identifier names	https://ieeexplore.ieee.org/document/6676890	2013	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Dealing with faults in source code: Abbreviated vs. full-word identifier names	dealing with faults in source code abbreviated vs fullword identifier names	https://ieeexplore.ieee.org/abstract/document/6676890/	2013	Ok	Acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Dealing with identifiers and comments in source code comprehension and maintenance: Results from an ethnographically-informed study with students and …	dealing with identifiers and comments in source code comprehension and maintenance results from an ethnographicallyinformed study with students and	https://dl.acm.org/doi/abs/10.1145/2601248.2601251	2014	Ok	Acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Debugging effort estimation using software metrics	debugging effort estimation using software metrics	https://ieeexplore.ieee.org/abstract/document/44385/	1990	Ok	Not acceptable	Not acceptable	Not acceptable
1	indentation simply a matter of style or support for program comprehension	Forward	Decoding confusing code: Social representations among developers	decoding confusing code social representations among developers	https://ieeexplore.ieee.org/abstract/document/9463284/	2021	Ok	Not Acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Decoding confusing code: Social representations among developers	decoding confusing code social representations among developers	https://ieeexplore.ieee.org/abstract/document/9463284/	2021	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Forward	Decoding confusing code: Social representations among developers	decoding confusing code social representations among developers	https://ieeexplore.ieee.org/abstract/document/9463284/	2021	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Backward	Decoding the Representation of Code in the Brain: An fMRI Study of Code Review and Expertise	decoding the representation of code in the brain an fmri study of code review and expertise	https://dl.acm.org//doi/10.1109/ICSE.2017.24	2017	Ok	Not Acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Deep generation of Coq lemma names using elaborated terms	deep generation of coq lemma names using elaborated terms	https://link.springer.com/chapter/10.1007/978-3-030-51054-1_6	2020	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Deep learning applied to the assessment of online student programming exercises	deep learning applied to the assessment of online student programming exercises	https://www.ros.hw.ac.uk/handle/10399/4555	2022	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Der Einfluss motivationaler Faktoren auf die Messung von Codeverstehen	der einfluss motivationaler faktoren auf die messung von codeverstehen	http://elib.uni-stuttgart.de/handle/11682/12416	2022	Ok	Not acceptable	Not acceptable	Not acceptable
1	an experimental investigation of the effect of program structure on program understanding	Forward	Derivation and validation of software metrics	derivation and validation of software metrics	https://dl.acm.org/doi/abs/10.5555/174444	1993	Ok	Not acceptable	Not acceptable	Not acceptable
1	atoms of confusion in java	Backward	Descriptive compound identifier names improve source code comprehension	descriptive compound identifier names improve source code comprehension	https://doi.org/10.1145/3196321.3196332	2018	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Descriptive compound identifier names improve source code comprehension	descriptive compound identifier names improve source code comprehension	https://dl.acm.org/doi/abs/10.1145/3196321.3196332	2018	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Descriptive compound identifier names improve source code comprehension	descriptive compound identifier names improve source code comprehension	https://dl.acm.org/doi/abs/10.1145/3196321.3196332	2018	Ok	Acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Forward	Design and Implementation of a Novel Programming Language That Promotes Clean Coding	design and implementation of a novel programming language that promotes clean coding	http://eprints.utar.edu.my/3387/1/1500181-WongJiaHau-FYP2_Report.pdf	2019	Ok	Not acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Backward	Design by contract: The lessons of Ariane.	design by contract the lessons of ariane	https://dl.acm.org/doi/10.1109/2.562936	1997	Ok	Not acceptable	Not acceptable	Not acceptable
1	an investigation of misunderstanding code patterns in c opensource software projects	Backward	Design maintenance systems	design maintenance systems	https://doi.org/10.1145%2F129852.129859	1992	Ok	Not acceptable	Not acceptable	Not acceptable
1	an investigation of misunderstanding code patterns in c opensource software projects	Backward	Design Patterns: Elements of Reusable Object-oriented Software	design patterns elements of reusable objectoriented software	http://www.emis.de/MATH-item?0887.68013	1995	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Design principles for the enhanced presentation of computer program source text	design principles for the enhanced presentation of computer program source text	https://dl.acm.org/doi/abs/10.1145/22339.22348	1986	Old	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Design process for application-specific languages: A language for water resources policy specification	design process for applicationspecific languages a language for water resources policy specification	https://search.proquest.com/openview/dca4850080673556d5509f44b9b2ccc3/1?pq-origsite=gscholar&cbl=18750&diss=y	2002	Ok	Not acceptable	Not acceptable	Not acceptable
1	an investigation of misunderstanding code patterns in c opensource software projects	Backward	Designing and Conducting Mixed Methods Research	designing and conducting mixed methods research	https://us.sagepub.com/en-us/nam/designing-and-conducting-mixed-methods-research/book241842	2011	Ok	Not acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Forward	Detecting and comparing brain activity in short program comprehension using EEG	detecting and comparing brain activity in short program comprehension using eeg	https://ieeexplore.ieee.org/abstract/document/8190486/	2017	Ok	Acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Detecting important terms in source code for program comprehension	detecting important terms in source code for program comprehension	https://aisel.aisnet.org/hicss-52/st/sw_product_lines/3/	2019	Ok	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Backward	Detecting Low Usability Web Pages using Quantitative Data of Users' Behavior	detecting low usability web pages using quantitative data of users behavior	https://doi.org/10.1145/1134285.1134365	2006	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Backward	Detecting low usability web pages using quantitative data of users’ behavior	detecting low usability web pages using quantitative data of users behavior	https://dl.acm.org/doi/abs/10.1145/1134285.1134365?casa_token=iWQ59h9iiN4AAAAA:MxUPnItjoovSETlhrotj2wJ44DAC0GK8vrXMSbrnBcLVL2_Z_fWJm2QhX8_Gtl_m-L2S0M4cxybFEvc	2006	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Determine the Origin of Python Software Source Code using the Distinctiveness of Identifiers	determine the origin of python software source code using the distinctiveness of identifiers	http://dspace.library.uvic.ca/handle/1828/14567	2022	Ok	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Determining Differences in Reading Behavior Between Experts and Novices by Investigating Eye Movement on Source Code Constructs During a Bug Fixing …	determining differences in reading behavior between experts and novices by investigating eye movement on source code constructs during a bug fixing	http://www.cs.kent.edu/~jmaletic/papers/EMIP2021.pdf	2021	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Determining differences in reading behavior between experts and novices by investigating eye movement on source code constructs during a bug fixing task	determining differences in reading behavior between experts and novices by investigating eye movement on source code constructs during a bug fixing task	https://dl.acm.org/doi/abs/10.1145/3448018.3457424	2021	Ok	Not acceptable	Not acceptable	Not acceptable
1	an experimental investigation of the effect of program structure on program understanding	Forward	Determining the usefulness of colour and fonts in a programming task	determining the usefulness of colour and fonts in a programming task	https://ieeexplore.ieee.org/abstract/document/341265/	1994	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Determining the usefulness of colour and fonts in a programming task	determining the usefulness of colour and fonts in a programming task	https://ieeexplore.ieee.org/abstract/document/341265/	1994	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Determining the usefulness of colour and fonts in a programming task	determining the usefulness of colour and fonts in a programming task	https://ieeexplore.ieee.org/abstract/document/341265/	1994	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Backward	Developer beliefs about binary operator precedence. (2006).	developer beliefs about binary operator precedence 2006	https://coding-guidelines.com/cbook/accu06a.pdf	2006	Ok	Not acceptable	Not acceptable	Not acceptable
